ZULU TIME;Plane Longitude;Plane Latitude;Plane Altitude;Plane Bank Degrees;Plane Pitch Degrees;Plane Heading Degrees True
52559.11328125;1.5103214318552685;43.56911792697338;869.2039400208665;-2.0713919542283934;0.3123813697331776;338.46052048390425
52559.22265625;1.5102999831349866;43.56915975767764;868.2772411052136;-2.007872414136887;0.329443635847119;338.5129889998587
52559.3359375;1.5102788168281491;43.569201137665964;867.3731374204563;-1.9577433601743275;0.3551086853032501;338.56711032292475
52559.4453125;1.5102609401017952;43.56923616141677;866.616672756519;-1.935387407976002;0.3818627230451752;338.6159771603447
52559.55859375;1.5102400275738035;43.569277220011514;865.7411040200964;-1.9214117079353619;0.42260562853752104;338.6747727011026
52559.66796875;1.510219123100162;43.56931835826292;864.8688923702208;-1.9000777235970305;0.4608482312263927;338.73122307077006
52559.77734375;1.5102008996257081;43.569354299410925;864.1048738271492;-1.8936855469410365;0.4783394385562962;338.7778015367574
52559.890625;1.5101769518004589;43.56940164365254;863.0897382450046;-1.8893549512297299;0.45863743773027704;338.83343192657964
52560.0;1.510158907467062;43.56943740201259;862.318823590214;-1.8842316486896709;0.4153562365071988;338.8715895755276
52560.11328125;1.5101378774855776;43.56947916651124;861.4192776474913;-1.875535540823125;0.35015618450518265;338.91592741306425
52560.22265625;1.510117132990233;43.569520458809876;860.5360673818732;-1.8649905392104478;0.28463244556953143;338.96039975763784
52560.3359375;1.5100961636728456;43.56956229785636;859.651213874222;-1.8551734377416835;0.22666655107433728;339.00322218678156
52560.4453125;1.5100756640341604;43.56960329757448;858.795836411769;-1.848221099214018;0.1813535286557389;339.0422281032596
52560.55859375;1.5100551063714038;43.56964450883277;857.948347019374;-1.8445200437988019;0.14796456244474146;339.0799822257056
52560.66796875;1.510037553203179;43.56967977121716;857.2329743046574;-1.841600607556382;0.1318650194984413;339.1123744449476
52560.77734375;1.5100164338974658;43.56972228574386;856.3812872315024;-1.8345372004008913;0.1278548180015711;339.153087830869
52560.890625;1.5099960230925151;43.56976346587259;855.5653079510521;-1.8249899029690633;0.13127530203271945;339.19424848606775
52561.0;1.5099755305302736;43.569804903490784;854.7514226442303;-1.8142165751878387;0.13591696252248522;339.23545673163557
52561.11328125;1.5099551402149316;43.569846227396354;853.9452839321212;-1.8006642364649448;0.1375833819376229;339.2750942327054
52561.22265625;1.5099347927876852;43.569887556289345;853.1429384825344;-1.7878185094547232;0.13582479498932973;339.31362255544974
52561.27734375;1.5099170174750287;43.56992373488798;852.4425620921161;-1.7880742379139094;0.12942394724167575;339.34774652787604
52561.390625;1.5098964512594928;43.5699656799093;851.633751510055;-1.8187358291201672;0.1157770024963655;339.3900633896058
52561.5;1.5098764282226143;43.57000660705133;850.847017288337;-1.850972773282196;0.09692299233416593;339.43300213924516
52561.61328125;1.5098558855358473;43.5700486946874;850.0386012315336;-1.8631374837879797;0.07012890060203979;339.47350294940463
52561.72265625;1.5098352644813386;43.57009104667302;849.2267747913696;-1.8628052808781026;0.038179723593846505;339.5094401901106
52561.8359375;1.5098175625776642;43.5701274850827;848.5308467509751;-1.8594880638345985;0.0102725169665499;339.5385987142135
52561.9453125;1.5097973261187527;43.57016923105796;847.7375748607235;-1.855105310290653;-0.018383712617720503;339.5727358259139
